Title,Video URL,Video Duration,Views Number,Date the video uploaded,Channel URL of the video,Thumbnail URL
"How to Download Heartopia on PC: Official Version & Best Emulator Setup (2026)","https://www.youtube.com/watch?v=HL39erwV1G4&pp=ygUJaGVhcnRvcGlh0gcJCU0KAYcqIYzv","1.26","4899次观看","4天前","https://www.youtube.com/@guiasysoluciones","https://yt3.ggpht.com/9qHxCYYUIPyFOnx0nmBBUpTbr_fHVudVlmt-unEfWpTe6TBbjjJwN8O55WwnJbqWx8Ylv5qJFg=s68-c-k-c0x00ffffff-no-rj"
"Let's Talk About Heartopia...","https://www.youtube.com/watch?v=x6Kg9CC7jEI&pp=ygUJaGVhcnRvcGlh","6.31","2090次观看","3天前","https://www.youtube.com/@cozyescapism","https://yt3.ggpht.com/vl6fJBOu_0CSe2Kg1KATGqJKNSH-NgO9skLve1bhySNzTd5HYbh5Voi-YqKgb0-8E1geXx_u-w=s68-c-k-c0x00ffffff-no-rj"
"I bought a gold car in Heartopia, and then something unexpected happened!!","https://www.youtube.com/watch?v=_JGv5moLhJI&pp=ygUJaGVhcnRvcGlh","11.10","2.4万次观看","3天前","https://www.youtube.com/@ApologizeCh122","https://yt3.ggpht.com/ytc/AIdro_kBlnW5Q2fSEgSpSgdk9Ae20KzayQvxJj_B0wIvZOZTAao=s68-c-k-c0x00ffffff-no-rj"
"Inspiration for Houses in Heartopia Final CBT - Heartopia #heartopia #heartopiafinaltest","https://www.youtube.com/watch?v=srMvuPlWmYc&pp=ygUJaGVhcnRvcGlh","14.33","1807次观看","3周前","https://www.youtube.com/@siciko","https://yt3.ggpht.com/EoNgVWLVhiPL6W8wogjnxucMvTSl61uZdBWpFuDyCCFqy32CN3py0_Vskdd-tP-QNPezUk29=s68-c-k-c0x00ffffff-no-rj"
"Heartopia: Adding a friend!","https://www.youtube.com/watch?v=jKyhpmnBwb4&pp=ygUJaGVhcnRvcGlh","1.19","703次观看","1个月前","https://www.youtube.com/@_anais._.","https://yt3.ggpht.com/ytc/AIdro_lhAQ5vxW3RG0RG93IxUIhy7jgdVX6RvfiSRne6-zM1XUI=s68-c-k-c0x00ffffff-no-rj"
"HEARTOPIA | GAMEPLAY, LIFE SIMULATOR, OPEN WORLD, HOBBIES, BUILDING (EARLY ACCESS) FREE","https://www.youtube.com/watch?v=LnOkuIN7bS4&pp=ygUJaGVhcnRvcGlh","20.41","6272次观看","2个月前","https://www.youtube.com/@WesleyRJ_","https://yt3.ggpht.com/ytc/AIdro_kdvSa90kEpyn4TqZu7MACZXL9Fa3KmxYIde9M2lWVTt2E=s68-c-k-c0x00ffffff-no-rj"
"HEARTOPIA | HOW TO REDEEM CODES? SIMPLE TUTORIAL (EVERYDAY I'LL UPDATE THE CODES IN THE DESCRIPTION)","https://www.youtube.com/watch?v=HAO9jk2JIok&pp=ygUJaGVhcnRvcGlh","1.21","4392次观看","5天前","https://www.youtube.com/@Spacegracegaming","https://yt3.ggpht.com/Qdu-8HtBYMw5sse8S4DvilOJyp4px-8Z_upq2emWRU2Qx7N1fg1bQ82IwUxpqX4ecjl5ky-cYfk=s68-c-k-c0x00ffffff-no-rj"
"HEARTOPIA Launched | Download Now | Android Gameplay | Hindi |","https://www.youtube.com/watch?v=1ILUtpVzH3U&pp=ygUJaGVhcnRvcGlh","8.03","2372次观看","2个月前","https://www.youtube.com/@IndianGaming_Official","https://yt3.ggpht.com/8_PfLgqYdhhcOSD1zq5s2tl3RvnV1xRiKMEJIS2WEPSDt8cxPwMFvCLsluY5d0VmnbOyJGHvCQ=s68-c-k-c0x00ffffff-no-rj"
"😍Ce JEU GRATUIT façon Animal Crossing et Infinity Nikki est juste incroyable #Heartopia","https://www.youtube.com/watch?v=YSMp8D3E_Pk&pp=ygUJaGVhcnRvcGlh","33.35","6266次观看","2个月前","https://www.youtube.com/@milkameluna","https://yt3.ggpht.com/EXM2QyL50qtb6teNPIIQtb2U2Fp7U_6pFph7vmSOt3ludkxc1ugp3vQ0kncyJimVKcvp1H6GViU=s68-c-k-c0x00ffffff-no-rj"
"【Heartopia】NEW Cute Life Sim! First Look LIVE!","https://www.youtube.com/watch?v=7h_oovfk2TM&pp=ygUJaGVhcnRvcGlh","2.40:42","919次观看","直播时间：2个月前","https://www.youtube.com/@NyannahNyan","https://yt3.ggpht.com/w8gxw7KW_kjRXLxE7qJvQ7ClJXFfuzkNH0WHb0mNUNKh9a9ucRm-yuKRaVvqKDDRt2AYoBJxHzo=s68-c-k-c0x00ffffff-no-rj"
"This NEW life sim is ADDICTIVE… and almost nobody knows about it 😳💖 | Heartopia","https://www.youtube.com/watch?v=1nhzGRr662M&pp=ygUJaGVhcnRvcGlh","12.28","8462次观看","3周前","https://www.youtube.com/@maryroots","https://yt3.ggpht.com/jVhLcqHJwa5-MibZ9i2q-FdPJ76F9NXYvS3Rt_pfKZlUpXktTVYO9ggko5GZodbOiMARK0WMRdg=s68-c-k-c0x00ffffff-no-rj"
"【 Heartopia 】AKU MAU JAMURR!! #vtuber #heartopia  【 Vtuber Indonesia】","https://www.youtube.com/watch?v=YQRU1YcI6SU&pp=ygUJaGVhcnRvcGlh","3.19:01","144次观看","直播时间：23小时前","https://www.youtube.com/@imeeloud","https://yt3.ggpht.com/IEeoK3OX3Y9eDrtIPnYtWs0AVds_Vlm1vIcZVTOmj_9R8keKpBMzc-KR9BT6QgpcMnhy8C38HA=s68-c-k-c0x00ffffff-no-rj"
"Jangan Salah Langkah! Guide Lengkap Heartopia Global: Tips Server & Mabar","https://www.youtube.com/watch?v=w5KXIIhRHAU&pp=ygUJaGVhcnRvcGlh","20.48","1.4万次观看","4天前","https://www.youtube.com/@siciko","https://yt3.ggpht.com/EoNgVWLVhiPL6W8wogjnxucMvTSl61uZdBWpFuDyCCFqy32CN3py0_Vskdd-tP-QNPezUk29=s68-c-k-c0x00ffffff-no-rj"
"We've discovered a multiplayer COSYGAME 🌿 (it's incredible) | Heartopia","https://www.youtube.com/watch?v=a-OpM0lJqPI&pp=ygUJaGVhcnRvcGlh","15.56","1.4万次观看","1个月前","https://www.youtube.com/@Lu_K","https://yt3.ggpht.com/koa-XTLwS8FGfJ4Mt820cQAmpVR2ly-ag3P8e-XJQIqwrv_2tZUQzqsk_T6Bo1Csxb5IBfLZdww=s68-c-k-c0x00ffffff-no-rj"
"อัพเดตใหม่! ทริคฟาร์มเงินรวยไวช่วงต้นเกม Heartopia","https://www.youtube.com/watch?v=QB4HoKDVgiA&pp=ygUJaGVhcnRvcGlh","8.52","3.9万次观看","1个月前","https://www.youtube.com/@GibpuriCh","https://yt3.ggpht.com/SJ2XHbsdrhgcj_NboNGkJo_YX0Ru17PpRjjCUQxqVSWW-b4qCGhlnDF1pAR-HIHIZtP_tOovzg=s68-c-k-c0x00ffffff-no-rj"
"Heartopia ^_^","https://www.youtube.com/watch?v=A7T9mlfuJKA&pp=ygUJaGVhcnRvcGlh","8.09","60次观看","1个月前","https://www.youtube.com/@Pou_P_Pou","https://yt3.ggpht.com/xa92C43blvTDuTv15giZN_ix1hafeQ32IiY6uxPcU9DWdsqGto-8FXXJ5Va0OZCpNsX_01aqvYw=s68-c-k-c0x00ffffff-no-rj"
"Heartopia - Open World Simulation Gameplay (Android/iOS)","https://www.youtube.com/watch?v=KF0UaO-qzgc&pp=ygUJaGVhcnRvcGlh","37.30","9181次观看","1年前","https://www.youtube.com/@adeptless","https://yt3.ggpht.com/Tp5f5NcGHKfWng97D0osOECVKwE5I4c2y72gFjt0HSXqZmale04TlgeRpNNEaJdIzy3ywJjP8yI=s68-c-k-c0x00ffffff-no-rj"
"COMMENT OBTENIR 2 RÉCOMPENSES EXCLUSIVES SUR HEARTOPIA ? ⛵","https://www.youtube.com/watch?v=qlbF23o8srw&pp=ygUJaGVhcnRvcGlh","1.22","241次观看","2个月前","https://www.youtube.com/@am%C3%A8thysteeee","https://yt3.ggpht.com/tjfAXQqoJqClgymB81aUiMTZNmOUdVQhNqs6n26ljo8M9eaqjrEQTHwlHVybCc6bGyQSYInRS0c=s68-c-k-c0x00ffffff-no-rj"
"All 19 Gold Bubbles Locations | Heartopia Guide","https://www.youtube.com/watch?v=-zUfQ5urOnc&pp=ygUJaGVhcnRvcGlh","12.08","1242次观看","2天前","https://www.youtube.com/@Mochiin.heartopia","https://yt3.ggpht.com/cOOTMOKZZtIX42SVoEP71uuVyFytTbkO9X1-F4WEpYgPb5oDYZ_MjyqTUHpXSCRjF1TOpSFh=s68-c-k-c0x00ffffff-no-rj"
"Playing Heartopia for 7 days!! What will I encounter? 👀⭐ | Heartopia | ฮาร์ทโตเปีย","https://www.youtube.com/watch?v=WPGfdn-oE78&pp=ygUJaGVhcnRvcGlh","25.12","6.6万次观看","1个月前","https://www.youtube.com/@itspaint","https://yt3.ggpht.com/bIEnUHKQ_XhPVRIGEQK0CQRGSzKAuRRrteAO8vBcZ3_3819c9uTovHxzCj9ssScXDtTesORe=s68-c-k-c0x00ffffff-no-rj"
"Heartopia เกมจำลองชีวิตในเมืองน่ารักๆ ปลูกผัก ตกปลา จับแมลง ทำอาหาร ส่องนก และอื่นๆ","https://www.youtube.com/watch?v=zmmbqfNVQiA&pp=ygUJaGVhcnRvcGlh0gcJCU0KAYcqIYzv","18.35","2.7万次观看","4天前","https://www.youtube.com/@ShortyBluejova","https://yt3.ggpht.com/is9RtIEiZtiteEPihWeu5Zk6LCoZ1q9IUQNvMiwjJwASOeTjcNcdoLBggv1iwa8wuTG1VB_4oCk=s68-c-k-c0x00ffffff-no-rj"
"TOMORROW RELEASE! Heartopia! Are we ready? Pre-register now and claim your prize, guys!","https://www.youtube.com/watch?v=PZNgnqRiJGU&pp=ygUJaGVhcnRvcGlh0gcJCU0KAYcqIYzv","10.10","2519次观看","7天前","https://www.youtube.com/@ricokucing",""
"DAY 9 NYANTAI AJA - Heartopia","https://www.youtube.com/watch?v=LHQqt2ck-iA&pp=ygUJaGVhcnRvcGlh","3.49:39","534次观看","直播时间：1个月前","https://www.youtube.com/@Aquilastt",""
"💰หาเงิน💰 วันแรก 50,000.- l Heartopia 💖","https://www.youtube.com/watch?v=orPaaQ4LQ-0&pp=ygUJaGVhcnRvcGlh","7.13","9162次观看","2天前","https://www.youtube.com/@iamjuneen",""
"Final Test! - Heartopia","https://www.youtube.com/watch?v=en0q2IEE6ds&pp=ygUJaGVhcnRvcGlh","6.03:54","346次观看","直播时间：1个月前","https://www.youtube.com/@BudumDi",""
"DAY 8 AKHIRNYA KEBUKA FITUR ACHIEVEMENT - Heartopia","https://www.youtube.com/watch?v=TdMQwcMwWIo&pp=ygUJaGVhcnRvcGlh","4.54:35","729次观看","直播时间：2个月前","https://www.youtube.com/@Aquilastt",""
"Heartopia Final test gameplay (2)","https://www.youtube.com/watch?v=sWWYXnE_uJk&pp=ygUJaGVhcnRvcGlh","1.03:12","251次观看","3周前","https://www.youtube.com/@neenaniya",""
"All-Night Cozy Stream!⭐ Infinity Nikki 2.1 & MORE Heartopia👀","https://www.youtube.com/watch?v=E1Y-HFOOf5c&pp=ygUJaGVhcnRvcGlh","11.55:01","5559次观看","直播时间：2天前","https://www.youtube.com/@BarbsCorner",""
"Yang Ditunggu Akhirnya Rilis di Indonesia! - Heartopia (Android/iOS/PC)","https://www.youtube.com/watch?v=SzvOzGVtLGs&pp=ygUJaGVhcnRvcGlh0gcJCU0KAYcqIYzv","18.37","5.8万次观看","5天前","https://www.youtube.com/@leinxceed",""
